year,state_ut,category,metric,value,unit,source_report,source_page,notes
2001,Jammu and Kashmir,ST,Total Population 2001,1105979.0,count,AR2004-05,34,"From Annexure-IV, Demographic Statistics: 2001 Census. States like Chhattisgarh, Jharkhand and Uttarakhand were newly created in 2000, so 1991 figures are blank in the original table for those states."
2011,Andhra Pradesh,ST,Total Population 2011,49386799.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Andhra Pradesh,ST,ST Population 2011,2631145.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Andhra Pradesh,ST,ST Population as % of State Population (2011),5.3,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Andhra Pradesh,ST,State's Share of India's Total ST Population (%) (2011),2.5,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Arunachal Pradesh,ST,Total Population 2011,1383727.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Arunachal Pradesh,ST,ST Population 2011,951821.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Arunachal Pradesh,ST,ST Population as % of State Population (2011),68.8,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Arunachal Pradesh,ST,State's Share of India's Total ST Population (%) (2011),0.9,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Assam,ST,Total Population 2011,31205576.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Assam,ST,ST Population 2011,3884371.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Assam,ST,ST Population as % of State Population (2011),12.4,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Assam,ST,State's Share of India's Total ST Population (%) (2011),3.7,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Bihar,ST,Total Population 2011,104099452.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Bihar,ST,ST Population 2011,1336573.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Bihar,ST,ST Population as % of State Population (2011),1.3,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Bihar,ST,State's Share of India's Total ST Population (%) (2011),1.3,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Chhattisgarh,ST,Total Population 2011,25545198.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Chhattisgarh,ST,ST Population 2011,7822902.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Chhattisgarh,ST,ST Population as % of State Population (2011),30.6,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Chhattisgarh,ST,State's Share of India's Total ST Population (%) (2011),7.5,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Goa,ST,Total Population 2011,1458545.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Goa,ST,ST Population 2011,149275.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Goa,ST,ST Population as % of State Population (2011),10.2,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Goa,ST,State's Share of India's Total ST Population (%) (2011),0.1,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Gujarat,ST,Total Population 2011,60439692.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Gujarat,ST,ST Population 2011,8917174.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Gujarat,ST,ST Population as % of State Population (2011),14.8,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Gujarat,ST,State's Share of India's Total ST Population (%) (2011),8.5,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Haryana,ST,Total Population 2011,25351462.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Himachal Pradesh,ST,Total Population 2011,6864602.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Himachal Pradesh,ST,ST Population 2011,392126.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Himachal Pradesh,ST,ST Population as % of State Population (2011),5.7,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Himachal Pradesh,ST,State's Share of India's Total ST Population (%) (2011),0.4,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Jammu and Kashmir,ST,Total Population 2011,12267013.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Jammu and Kashmir,ST,ST Population 2011,1275106.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Jammu and Kashmir,ST,ST Population as % of State Population (2011),10.4,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Jammu and Kashmir,ST,State's Share of India's Total ST Population (%) (2011),1.2,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Jharkhand,ST,Total Population 2011,32988134.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Jharkhand,ST,ST Population 2011,8645042.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Jharkhand,ST,ST Population as % of State Population (2011),26.2,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Jharkhand,ST,State's Share of India's Total ST Population (%) (2011),8.3,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Karnataka,ST,Total Population 2011,61095297.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Karnataka,ST,ST Population 2011,4248987.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Karnataka,ST,ST Population as % of State Population (2011),7.0,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Karnataka,ST,State's Share of India's Total ST Population (%) (2011),4.1,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Kerala,ST,Total Population 2011,33406061.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Kerala,ST,ST Population 2011,484839.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Kerala,ST,ST Population as % of State Population (2011),1.5,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Kerala,ST,State's Share of India's Total ST Population (%) (2011),0.5,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Ladakh,ST,Total Population 2011,274289.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Ladakh,ST,ST Population 2011,218193.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Ladakh,ST,ST Population as % of State Population (2011),79.5,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Ladakh,ST,State's Share of India's Total ST Population (%) (2011),0.2,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Madhya Pradesh,ST,Total Population 2011,72626809.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Madhya Pradesh,ST,ST Population 2011,15316784.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Madhya Pradesh,ST,ST Population as % of State Population (2011),21.1,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Madhya Pradesh,ST,State's Share of India's Total ST Population (%) (2011),14.7,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Maharashtra,ST,Total Population 2011,112374333.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Maharashtra,ST,ST Population 2011,10510213.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Maharashtra,ST,ST Population as % of State Population (2011),9.4,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Maharashtra,ST,State's Share of India's Total ST Population (%) (2011),10.1,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Manipur,ST,Total Population 2011,2855794.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Manipur,ST,ST Population 2011,1167422.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Manipur,ST,ST Population as % of State Population (2011),40.9,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Manipur,ST,State's Share of India's Total ST Population (%) (2011),1.1,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Meghalaya,ST,Total Population 2011,2966889.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Meghalaya,ST,ST Population 2011,2555861.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Meghalaya,ST,ST Population as % of State Population (2011),86.1,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Meghalaya,ST,State's Share of India's Total ST Population (%) (2011),2.4,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Mizoram,ST,Total Population 2011,1097206.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Mizoram,ST,ST Population 2011,1036115.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Mizoram,ST,ST Population as % of State Population (2011),94.4,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Mizoram,ST,State's Share of India's Total ST Population (%) (2011),1.0,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Nagaland,ST,Total Population 2011,1978502.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Nagaland,ST,ST Population 2011,1710973.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Nagaland,ST,ST Population as % of State Population (2011),86.5,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Nagaland,ST,State's Share of India's Total ST Population (%) (2011),1.6,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Odisha,ST,Total Population 2011,41974218.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Odisha,ST,ST Population 2011,9590756.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Odisha,ST,ST Population as % of State Population (2011),22.8,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Odisha,ST,State's Share of India's Total ST Population (%) (2011),9.2,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Punjab,ST,Total Population 2011,27743338.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Rajasthan,ST,Total Population 2011,68548437.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Rajasthan,ST,ST Population 2011,9238534.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Rajasthan,ST,ST Population as % of State Population (2011),13.5,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Rajasthan,ST,State's Share of India's Total ST Population (%) (2011),8.8,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Sikkim,ST,Total Population 2011,610577.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Sikkim,ST,ST Population 2011,206360.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Sikkim,ST,ST Population as % of State Population (2011),33.8,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Sikkim,ST,State's Share of India's Total ST Population (%) (2011),0.2,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Tamil Nadu,ST,Total Population 2011,72147030.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Tamil Nadu,ST,ST Population 2011,794697.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Tamil Nadu,ST,ST Population as % of State Population (2011),1.1,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Tamil Nadu,ST,State's Share of India's Total ST Population (%) (2011),0.8,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Telangana,ST,Total Population 2011,35193978.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Telangana,ST,ST Population 2011,3286928.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Telangana,ST,ST Population as % of State Population (2011),9.3,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Telangana,ST,State's Share of India's Total ST Population (%) (2011),3.1,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Tripura,ST,Total Population 2011,3673917.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Tripura,ST,ST Population 2011,1166813.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Tripura,ST,ST Population as % of State Population (2011),31.8,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Tripura,ST,State's Share of India's Total ST Population (%) (2011),1.1,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Uttarakhand,ST,Total Population 2011,10086292.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Uttarakhand,ST,ST Population 2011,291903.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Uttarakhand,ST,ST Population as % of State Population (2011),2.9,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Uttarakhand,ST,State's Share of India's Total ST Population (%) (2011),0.3,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Uttar Pradesh,ST,Total Population 2011,199812341.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Uttar Pradesh,ST,ST Population 2011,1134273.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Uttar Pradesh,ST,ST Population as % of State Population (2011),0.6,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Uttar Pradesh,ST,State's Share of India's Total ST Population (%) (2011),1.1,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,West Bengal,ST,Total Population 2011,91276115.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,West Bengal,ST,ST Population 2011,5296953.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,West Bengal,ST,ST Population as % of State Population (2011),5.8,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,West Bengal,ST,State's Share of India's Total ST Population (%) (2011),5.1,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Andaman and Nicobar Islands,ST,Total Population 2011,380581.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Andaman and Nicobar Islands,ST,ST Population 2011,28530.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Andaman and Nicobar Islands,ST,ST Population as % of State Population (2011),7.5,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Andaman and Nicobar Islands,ST,State's Share of India's Total ST Population (%) (2011),0.0,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Chandigarh,ST,Total Population 2011,1055450.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Dadra and Nagar Haveli and Daman and Diu,ST,Total Population 2011,586956.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Dadra and Nagar Haveli and Daman and Diu,ST,ST Population 2011,193927.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Dadra and Nagar Haveli and Daman and Diu,ST,ST Population as % of State Population (2011),33.0,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Dadra and Nagar Haveli and Daman and Diu,ST,State's Share of India's Total ST Population (%) (2011),0.2,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Delhi,ST,Total Population 2011,16787941.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Lakshadweep,ST,Total Population 2011,64473.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Lakshadweep,ST,ST Population 2011,61120.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Lakshadweep,ST,ST Population as % of State Population (2011),94.8,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Lakshadweep,ST,State's Share of India's Total ST Population (%) (2011),0.1,percent,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
2011,Puducherry,ST,Total Population 2011,1247953.0,count,AREnglish2122,174,"From Annexure-4B, Census 2011 (Office of the Registrar General, India). NST = No notified Scheduled Tribes in that state/UT as of 2011."
